artist,album,genre,single_count
Sky Ferreira,"Night Time, My Time","Indie rock, synth-pop",2
Nina RodrÃ­guez,Nina RodrÃ­guez,"Pop, indie pop, jazz pop",1
Inc. No World,No World,Alternative R&B,2
Teen Top,No. 1,K-pop,2
Noah,Noah,Pop,4
Mary Dillon,North,"Folk, Celtic",1
Lapalux,Nostalchic,Electronic,2
Denzel Curry,Nostalgic 64,Hip hop,0
Emblem3,Nothing to Lose,"Pop, reggae, pop rock",2
Jenni Pulos,Old School Kids Beats,"Children's, hip hop",0
Tiwa Savage,Once Upon a Time,"R&B, pop, afropop, soul",7
Emmelie de Forest,Only Teardrops,"Pop, folk",2
Casseurs Flowters,Orelsan et Gringe sont les Casseurs Flowters,"French hip hop, alternative hip hop, comedy hip hop, French",1
Beware of Darkness,Orthodox,"Alternative rock, blues rock, garage rock, hard rock",2
The History of Apple Pie,Out of View,"Noise pop, indie pop, dream pop, shoegazing",4
April Weeps,"Outer Calm, Pain Within","Atmospheric metal, melodic death metal, gothic metal, groove metal",0
Kavinsky,OutRun,"Electronic, french house, synthwave",1
Palms,Palms,"Post-metal, alternative rock, post-rock, shoegazing, dream pop",0
Mayra,Parece Amor,Pop,1
Ghost Town,Party in the Graveyard,Electronic rock,6
Vista Chino,Peace,"Stoner rock, heavy metal",0
Sharon Needles,PG-13,"Dance-pop, punk",0
Everything in Slow Motion,Phoenix,Hard rock,0
Nine Muses,Prima Donna,"K-pop, dance-pop",1
Darkside,Psychic,"Electronica, downtempo, neo-psychedelia",0
La Femme,Psycho Tropical Berlin,Indie pop,0
PUP,PUP,"Punk rock, hardcore punk, post-hardcore, indie rock, pop punk",0
Lorde,Pure Heroine,"Dream pop, electronica, electropop",4
Valerie June,Pushin' Against a Stone,"Soul, alternative",0
Necrowretch,Putrid Death Sorcery,Death metal,0
Marcus Reeves,Quicksilver - The Masquerade Macabre,"Rock, cabaret, pop, glam rock",4
Hilly Eye,Reasons to Live,"Indie rock, punk rock",0
K. Michelle,Rebellious Soul,"R&B, soul",2
Tyler Farr,Redneck Crazy,Country,4
Mike Stud,Relief,Hip hop,0
Soulfire Revolution,Revival,"Contemporary Christian music, praise & worship",0
Wallpaper.,Ricky Reed Is Real,"Pop, hip hop, electronic",2
The Belle Game,Ritual Tradition Habit,"Indie rock, rock",0
Charlie Worsham,Rubberband,Country,2
The Julie Ruin,Run Fast,"Indie rock, electroclash",0
The Ongoing Concept,Saloon,"Christian metal, metalcore, heavy metal, avant-garde metal",0
Tuomas Kauhanen,Sano vaan Tuomas,Rap,0
Stagecoach,Say Hi to the Band,"Alternative rock, indie rock",3
Scar the Martyr,Scar the Martyr,"Industrial metal, nu metal, alternative metal",2
MS MR,Secondhand Rapture,"Indie pop, alternative rock",4
Ark of the Covenant,Self Harvest,"Christian metal, metalcore",0
Disclosure,Settle,"House, dance",6
MONEY,The Shadow of Heaven,"Dream pop, indie pop",5
Shehyee,Shehyee,Pinoy hip hop,0
Mallory Knox,Signals,"Alternative rock, pop rock",5
Savages,Silence Yourself,"Post-punk, noise rock, alternative rock",0
Laura Mvula,Sing to the Moon,"Soul, neo soul, R&B, R&B, soul, Neo soul",3
Colette Carr,Skitszo Collection,"Pop rap, dance-pop, electropop",20
Every Knee Shall Bow,Slayers of Eden,"Christian metal, technical death metal",0
Snakadaktal,Sleep in the Water,Indie pop,2
Small Town Pistols,Small Town Pistols,Country,4
The Strypes,Snapshot,"Blues, rhythm & blues, rock",5
Flavel & Neto,So um tempo,Dance music,3
SOLÎž MIO,SOLÎž MIO,Operatic pop,0
Stop Dead,Some Kind Of Dangerous,Rock,0
Isabella Castillo,SoÃ±ar no Cuesta Nada,"Latin pop, Spanish, English",1
Magic Eight Ball,Sorry We're Late But We're Worth The Wait,Rock,2
Dirty South,Speed of Life,"Electro house, progressive house, vocal house",1
Jacky Vincent,Star X Speed Story,"Heavy metal, hard rock",0
Starbomb,Starbomb,"Comedy hip hop, synthpop, nerdcore",21
Selena Gomez,Stars Dance,"EDM, electropop",2
Stars in Stereo,Stars in Stereo,Alternative rock,2
The Paper Kites,States,Indie folk,3
Gerilja,Step Up Your Game,Alternative rock,0
Studio Killers,Studio Killers,"Electronic, house, synthpop",5
Yancey Boys,Sunset Blvd.,Hip hop,1
Svenstrup & Vendelboe,Svenstrup & Vendelboe,"House, pop, dance",7
Something Awful,Taking Lives,Underground rap,0
Morna,A Tale of Woe,"progressive, death metal",0
Gloryhammer,Tales from the Kingdom of Fife,Symphonic power metal,0
Echosmith,Talking Dreams,"Rock, indie pop",5
Tate Stevens,Tate Stevens,Country,2
Taylor Henderson,Taylor Henderson,Pop,1
The Temperance Movement,The Temperance Movement,"Blues rock, hard rock",0
NMB48,Teppen Tottande!,J-pop,0
Celia Pavey,This Music,Folk,0
Alee,This Road Goes Everywhere,Country,4
Tim Hicks,Throw Down,Country,4
Luke Kennedy,A Time for Us,Swing,1
Parasite Inc.,Time Tears Down,Melodic death metal,0
Alex Hepburn,Together Alone,"R&B, pop, rock",2
Torres,TORRES,"Rock, folk",0
ASAP Ferg,Trap Lord,Hip hop,3
Mr Probz,The Treatment,Hip hop,3
John Newman,Tribute,"Pop, soul, Northern soul, breakbeat",4
Haiku Salut,Tricolore,"Pop, Rock",0
Avicii,TRUE,"EDM, house, soul, bluegrass, country, folktronica",5
Charli XCX,True Romance,"Synth-pop, dark wave",5
Illion,Ubu,"Alternative rock, pop rock, folk rock, English, Japanese",2
Jon Connor,Unconscious State,Hip hop,0
Krypts,Unending Degradation,Death metal,0
Those Who Fear,Unholy Anger,"Christian hardcore, hardcore punk, metalcore",0
Union J,Union J,Pop,3
A Friend in London,Unite,Indie pop,4
Aranza,Vivir a Destiempo,Latin,0
Youngblood Hawke,Wake Up,"Indie pop, indie rock, electropop",2
Isac Elliot,Wake Up World,Teen pop,2
Philip H. Anselmo & The Illegals,Walk Through Exits Only,"Avant-garde metal, Extreme metal",0
Tom Keifer,The Way Life Goes,"Hard rock, blues rock",0
Sensato del Patio,We Ain't Even Supposed 2 B Here,"Salsa, Rap, Tropical, Latin",6
Myname,We Are Myname,Dance,4
Rock Candy Funk Party,We Want Groove,Jazz fusion,0
How to Destroy Angels,Welcome oblivion,"Post-industrial, trip hop, electronica, electronic rock",1
Dayseeker,What It Means to Be Defeated,"Metalcore, post-hardcore",0
Atlas Genius,When It Was Now,"Alternative rock, indie rock, indietronica",3
St. Lucia,When the Night,Pop,0
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever","Emo, indie rock, post-hardcore, post-rock",0
Swim Deep,Where the Heaven Are We,"Indie pop, dream pop",4
Lucius,Wildewoman,Indie pop,0
The Winery Dogs,The Winery Dogs,"Hard rock, blues rock, post-grunge",0
Wintergatan,Wintergatan,"Folktronica, experimental pop, indietronica, post-rock",0
oOoOO,Without Your Love,"Witch house, ambient, darkwave, experimental, electronica",0
W.L.A.K.,W.L.A.K.,"Christian hip hop, Contemporary R&B",0
Rhye,Woman,"Alternative R&B, sophisti-pop, downtempo, soul, quiet storm",2
Vaadat Charigim,The World Is Well Lost,"Shoegazing, Hebrew",0
Iron Reagan,Worse Than Dead,Crossover thrash,0
Shane Filan,You and Me,"Pop, folk rock, country",3
Leagues,You Belong Here,"Alternative rock, indie rock",0
Ariana Grande,Yours Truly,"Pop, R&B",3
Citizen,Youth,"Emo, grunge",0
Zendaya,Zendaya,"Electropop, R&B",1
Zara Larsson,1,"Pop, R&B",4
3Teeth,3TEETH,Industrial,0
5 Seconds of Summer,5 Seconds of Summer,"Pop punk, pop rock, power pop",4
DJ Mustard,10 Summers,"Hip hop, R&B, West Coast hip hop",1
Eduardo,A FantÃ¡stica FÃ¡brica de CadÃ¡ver,"Hip hop, Political hip hop, gangsta rap, horrorcore, Rap",0
Knife Party,Abandon Ship,"Electro house, house, deep house, drumstep",3
Margaret,Add the Blonde,Pop,5
Fever Fever,Aftermath,"Christian rock, alternative rock, indie rock, indie folk",0
Rob Lynch,All These Nights in Bars Will Somehow Save My Soul,"Alternative rock, indie rock, folk",0
Alvvays,Alvvays,"Indie pop, dream pop, indie rock, jangle pop",3
Angaleena Presley,American Middle Class,"Country, Americana",0
Andreas Varady,Andreas Varady,"Jazz, smooth jazz",0
Jeremy Loops,Sheer Sound,"Jazz, funk, soul, blues, pop, English",0
Andrew McMahon in the Wilderness,Andrew McMahon in the Wilderness,"Indie pop, alternative rock",2
Anja Nissen,Anja Nissen,"Pop, adult contemporary",4
The Wytches,Annabel Dream Reader,"Surf rock, grunge, garage rock",0
Tinashe,Aquarius,"R&B, alternative R&B, pop",3
Ellie Holcomb,As Sure as the Sun,"Contemporary Christian music, contemporary worship music, acoustic",0
Jason Lancaster,As You Are,"Alternative rock, pop rock",1
Joke,Ateyaba,"Hip hop, french rap, trap, Hardcore Rap, Dirty Rap",7
Babymetal,Babymetal,"Kawaii metal, J-pop, heavy metal",6
Catfish and the Bottlemen,The Balcony,"Alternative rock, indie rock",7
Sir Michael Rocks,Banco,Hip hop,1
Banda do Mar,Banda do Mar,"Pop music, Rock",0
Devil You Know,The Beauty of Destruction,Metalcore,2
Magic Man,Before the Waves,"Indie pop, electronic rock",0
In The Valley Below,The Belt,"Indie pop, dream pop, synth pop",1
Benjamin Booker,Benjamin Booker,"Blues rock, garage rock, indie rock",1
Hamilton Leithauser,Black Hours,"Chamber pop, Rock and roll",0
Untold,Black Light Spiral,Electronic,0
Lo-Fang,Blue Film,Indie pop,1
The Preatures,Blue Planet Eyes,"Rock, indie pop",0
Blues Pills,Blues Pills,"Blues rock, psychedelic rock, hard rock",2
Sheppard,Bombs Away,"Indie pop, indie rock",5
Antemasque,Antemasque,Rock,4
Benny Tipene,Bricks,Pop,3
Azealia Banks,Broke with Expensive Taste,"Dance-pop, house rap",4
Sleepwave,Broken Compass,"Industrial metal, alternative rock, post-hardcore, post-grunge, experimental rock",0
Chet Faker,Built on Glass,"Electronic, R&B, soul",3
Ashley Roberts,Butterfly Effect,"Pop, electropop, R&B",2
California Breed,California Breed,Hard rock,0
DamiÃ¡n Anache,Capturas del Ãšnico Camino,"Electroacoustic, Avant Garde, Minimalism, Ambient",0
The Underachievers,Cellar Door: Terminus ut Exordium,East Coast hip hop,0
Christine and the Queens,Chaleur humaine,"Synth-pop, freakpop",7
Ella Henderson,Chapter One,soul,4
Chris Webby,Chemically Imbalanced,Hip Hop,5
City Harbor,City Harbor,"Contemporary Christian music, pop rock, acoustic",0
Clipping,CLPPNG,Hiphop,0
Cole Swindell,Cole Swindell,Country,4
The Colourist,The Colourist,"Indie pop, indie rock, power pop",2
The Common Linnets,The Common Linnets,"Folk, Country folk, Bluegrass",2
Conquering Dystopia,Conquering Dystopia,"Technical death metal, progressive metal, instrumental",0
Chuck Inglish,Convertibles,Hip hop,3
Tessanne Chin,Count On My Love,"Dance-pop, reggae, R&B",2
Cozz,Cozz & Effect,Hip hop,4
Traci Braxton,Crash & Burn,"R&B, soul, pop",2
Crosses,Crosses,"Electronic rock, dream pop, electronica",2
Karen O,Crush Songs,"Indie rock, lo-fi",1
The Wah Wah Collective,Cry Baby Soul,"Neo soul, acid jazz, nu jazz, Alternative R&B, electronica, Alternative dance",2
September Girls,Cursing the Sea,"Noise-Pop, Garage rock, Garage pop, Post punk",0
JUL,Dans ma paranoÃ¯a,Rap,1
Darren Espanto,Darren,"Teen pop, electropop, R&B, OPM",3
Lonely the Brave,The Day's War,Alternative rock,3
Daley,Days & Nights,"Electronica, alternative R&B",2
Young Fathers,Dead,"Alternative hip hop, alternative R&B",0
Beatrice Eli,Die Another Day,"Pop, indie pop, synthpop, alternative",2
Beartooth,Disgusting,"Metalcore, hardcore punk, crossover thrash",3
Charisma.com,Distopping,"electropop, hip hop, Japanese",3
Magic!,Don't Kill the Magic,"Pop, reggae fusion",4
Flight Facilities,Down to Earth,"Dance, electronic, house, indie pop",6
Drowners,Drowners,Indie rock,0
Taylor McFerrin,Early Riser,"Electronica, Soul jazz",1
Khun Narin,Electric Phin Band,Psychedelic rock,0
Vinyl Theatre,Electrogram,"Indie rock, indietronica, alternative rock",3
Avey Tare's Slasher Flicks,Enter the Slasher House,Experimental rock,1
Eric Paslay,Eric Paslay,Country,4
"Invent, Animate",Everchanger,"Metalcore, progressive metal",0
Broods,Evergreen,"Alternative pop, trip hop, electropop, synth-pop",3
Kate Tempest,Everybody Down,"Spoken word, hip hop",0
The Struts,Everybody Wants,"Glam rock, hard rock",3
Damon Albarn,Everyday Robots,"Trip hop, folktronica, experimental",5
Kurt Travis,Everything Is Beautiful,"Alternative rock, electronica, indie pop",1
Fairies,Fairies,J-pop,7
Thompson,Family,Folk rock,0
Kye Kye,Fantasize,Indietronica,0
Luke Sital-Singh,The Fire Inside,Folk,0
Mystery Skulls,Forever,"Synth-pop, Electro funk, Indie pop",4
Afrojack,Forget the World,"Electro house, progressive house, hip house",4
Duo de Twang,Four Foot Shack,"Country, bluegrass",0
Freeman,Freeman,"Alternative rock, Indie rock, Pop rock",0
TV Girl,French Exit,"indie pop, hip hop",1
FrÃ©ro Delavega,FrÃ©ro Delavega,Folk,1
Ward Thomas,From Where We Stand,Country,4
Foxes,Glorious,"Pop, synthpop",4
Tensnake,Glow,"Disco, deep house, R&B",4
Gnarwolves,Gnarwolves,"Punk rock, pop punk, skate punk",1
Banks,Goddess,"Electronica, R&B, trip hop",4
Doug Seegers,Going Down to the River,Country music,0
Kim Dotcom,Good Times,Electronic dance music,0
Milica PavloviÄ‡,"Govor tela
Body Language","dance, dance-pop, pop folk",8
The Madden Brothers,Greetings from California,"Pop rock, folk rock",12
Nothing,Guilty of Everything,"Shoegaze, alternative rock, dream pop, noise rock, slowcore",1
Haerts,Haerts,"Indie pop, synthpop",1
Hard Working Americans,Hard Working Americans,"Rock, southern rock, jam",0
Phil Rudd,Head Job,Hard rock,0
Leighton Meester,Heartstrings,"Pop rock, indie pop, alternative, folk, dream pop",1
Little Daylight,Hello Memory,Indie pop,1
Erica Campbell,Help,"Christian R&B, Urban gospel, contemporary R&B",3
Gerard Way,Hesitant Alien,"Alternative rock, Britpop, grunge, pop, shoegazing",2
Tim Campbell,High School Disco,"Pop, pop rock",0
Ludmilla,Hoje,"Pop, R&B, dance, funk melody",5
Kian Egan,Home,"Pop, pop rock",2
Max Collins,Honey from the Icebox,"Alternative rock, acoustic rock, pop rock",1
Steven James Adams,House Music,"Alternative, Singer songwriter",0
Hozier,Hozier,"Blues, soul, R&B, folk, indie rock",7
Fatherson,I Am an Island,"Alternative rock, indie rock",0
Oscar Zia,I Don't Know How to Dance,"Pop, Europop",3
Loftland,I Don't Want to Dance,"Contemporary Christian music, electronic dance music, dance-pop",0
Got a Girl,I Love You but I Must Drive Off This Cliff Now,"French pop, trip hop, Indie pop",2
Moose Blood,"I'll Keep You in Mind, from Time to Time","Emo, pop punk",0
Vianney,IdÃ©es blanches,"Pop, Pop",5
Chase Rice,Ignite the Night,Country,3
'68,In Humor and Sadness,"Punk rock, noise rock",0
Nicholas McDonald,In the Arms of an Angel,Pop,1
Sam Smith,In the Lonely Hour,"Pop, soul, R&B",7
Elise Testone,In This Life,"Blues, soul, jazz, jazz rock, rock, funk",0
Ella Hooper,In Tongues,Indie,3
Electric Youth,Innerworld,Synthpop,0
The Nearly Deads,Invisible Tonight,"Alternative rock, post-grunge",0
Issues,Issues,"Nu metalcore, R&B",3
Alex & Sierra,It's About Us,"Folk, pop",2
Todd Terje,It's Album Time,"Nu-disco, electro-disco, exotica, space disco",6
John Garcia,John Garcia,"Stoner rock, psychedelic rock",0
Jungle,Jungle,"Nu-disco, neo soul, funk, soul",4
Kathryn Bernardo,Kathryn,"Teen pop, English, Filipino",3
Kendji Girac,Kendji,Folk,7
Khiyo,Khiyo: Bengali Music with a London Sound,"Classical, rock, jazz, blues, Nazrul Sangeet, Bengali, folk, Indian classical, Bengali",0
Killer Be Killed,Killer Be Killed,"Groove metal, thrash metal",1
Yemi Alade,King of Queens,"R&B, afropop",6
Kitten,Kitten,"Alternative rock, synthpop, new wave",0
Bad Suns,Language & Perspective,"Alternative rock, indie rock",3
I Divide,Last One Standing,Post-hardcore,0
Bas,Last Winter,Hip hop,0
Leslie Odom Jr.,Leslie Odom Jr.,Musical,0
Cash Out,Let's Get It,Hip hop,3
Elisa LindstrÃ¶m,Leva,dansband music,0
K.Flay,Life As A Dog,"Hip hop, indie pop, indie rock, electronic",0
Jess Moskaluke,Light Up the Night,Country,4
Justice Crew,Live by the Words,Pop,6
Gloryhound,Loaded Gun,Hard rock,0
Dirty Loops,Loopified,"Jazz fusion, pop rock",0
Lords of Black,Lords of Black,"Power metal, Heavy metal",0
Sumo Cyco,Lost in Cyco City,"Alternative metal, hard rock, alternative rock",8
Lea Michele,Louder,"Pop, EDM, power pop",2
Lowtide,Lowtide,Indie rock,3
FKA Twigs,LP1,R&B,3
Luicidal,Luicidal,"Punk rock, English",0
Abandon All Ships,Malocchio,"Electronicore, metalcore",2
Real Friends,Maybe This Place Is the Same and We're Just Changing,"Pop punk, emo",3
McBusted,McBusted,"Pop rock, pop punk",2
The Vamps,Meet the Vamps,"Pop, pop rock",5
Flower Flower,Mi,"rock, shoegazing, Japanese",3
Indila,Mini World,"Pop, Rock, Dance, Techno",5
Gesu no Kiwami Otome,Miryoku ga Sugoi yo,"Indie rock, jazz rock, math rock, hip hop, progressive, Japanese",3
Missing Persons,Missing In Action,"New wave, pop",1
MKTO,MKTO,"Pop, teen pop, hip hop",5
Far from Alaska,modeHuman,"Alternative Rock, stoner rock",3
Dillon Francis,"Money Sucks, Friends Rule","Electro house, EDM, synth-pop, trap, moombahton",7
Sam Hunt,Montevallo,"Country, R&B",5
Morgan Evans,Morgan Evans,Country,0
Lewis Watson,The Morning,Folk,0
Kevin Abstract,MTV1987,"Pop, alternative hip hop, alternative R&B",2
Tuomas Holopainen,Music Inspired by the Life and Times of Scrooge,"Soundtrack, classical, celtic, folk music",1
Candice Glover,Music Speaks,"R&B, soul",1
YG,My Krazy Life,West Coast hip hop,4
Nadine Lustre,Nadine Lustre,"Pop, R&B, OPM, Tagalog, English",4
Nathan East,Nathan East,"Jazz, funk, instrumental, vocal",0
Crowder,Neon Steeple,"CCM, EDM, folktronica, contemporary worship music",3
Klangkarussell,Netzwerk,"Deep house, tropical house",3
Iggy Azalea,The New Classic,Hip hop,5
Clean Bandit,New Eyes,"House, classical crossover, baroque pop, synth-pop",8
Black Submarine,New Shores,Experimental rock,2
Silent Planet,The Night God Slept,"Metalcore, post-rock, progressive metal",0
Puss n Boots,"No Fools, No Fun","Country, rockabilly, jazz, blues, folk",1
Phyno,No Guts No Glory,"Igbo rap, afrobeat, Igbo highlife",4
MÃ˜,No Mythologies to Follow,"Electropop, synth-pop",7
Tiny Doo,No Safety,Hip hop,0
The Split Squad,Now Hear This...,"Rock, Blues rock, Power pop, pop music, underground music",0
The Fooo,Off the Grid,Pop,2
American Authors,"Oh, What a Life","Indie rock, heartland rock, folk rock, rock, alternative rock",3
Stalley,Ohio,Hip hop,3
Abated Mass of Flesh,The Omen King,Deathcore,0
Laura Dickinson,One for My Baby â€“ To Frank Sinatra with Love,Jazz,0
Isleym,OÃ¹ Ã§a nous mÃ¨ne,"R&B, French",3
PartyNextDoor,PartyNextDoor Two,Alternative R&B,3
PE 2.0,People Get Ready,"Hip hop, political hip hop",0
Nina Nesbitt,Peroxide,Folk pop,1
Akdong Musician,Play,"K-pop, folk-pop, Korean",3
Sam Bailey,The Power of Love,"Adult contemporary, soul, R&B",2
Robin Schulz,Prayer,"Deep house, EDM",4
Pentatonix,"PTX, Vols. 1 & 2",A cappella,0
Karmin,Pulses,Pop,2
Hua Chenyu,Quasimodo's Gift,China,0
Tove Lo,Queen of the Clouds,Electropop,4
Ghetts,Rebel With a Cause,"Grime, R&B, hip hop",4
Skrillex,Recess,"EDM, dubstep, pop",4
Fred V & Grafix,Recognise,"Drum and bass, house",2
Sage the Gemini,Remember Me,Hip hop,5
Ex Hex,Rips,"Alternative rock, indie rock, garage rock",0
Lucy Hale,Road Between,Country,2
You+Me,rose ave.,Folk,0
Royal Blood,Royal Blood,"Hard rock, stoner rock, blues rock, garage rock",5
Tomomi Itano,SÃ—WÃ—AÃ—G,"J-pop, dance",5
Leo Welch,Sabougla Voices,"Delta blues, gospel blues, country blues",0
Milky Chance,Sadnecessary,Folktronica,3
Perfect Pussy,Say Yes to Love,"Punk rock, noise rock",0
Christon Gray,School of Roses,"R&B, Soul",0
Anette Olzon,Shine,"Pop rock, symphonic rock",2
Shiori Niiyama,Shiori,Japanese pop,4
Shtar Academy,Shtar Academy,French hip hop,1
Iamsu!,Sincerely Yours,Hip hop,2
Gorgon City,Sirens,"Deep house, house, dance, electronic",6
Sisyphus,Sisyphus,"Electronic, R&B, hip hop",1
Ratking,So It Goes,Hip hop,4
Emma Ruth Rundle,Some Heavy Ocean,Folk,0
Crobot,Something Supernatural,"Hard rock, heavy metal, psychedelic metal",2
SoMo,SoMo,R&B,5
JhenÃ© Aiko,Souled Out,Alternative R&B,3
Kiesza,Sound of a Woman,"EDM, deep house, electronic, R&B",5
Manny Phesto,Southside Looking In,"Alternative hip hop, Underground hip hop, hip hop",0
Collabro,Stars,"Classical crossover, pop",0
Bulletrain,Start Talking,"Heavy metal, hard rock, glam metal",2
Chrissie Hynde,Stockholm,Power pop,3
frnkiero andthe cellabration.,Stomachaches,"Alternative rock, indie rock, post-hardcore, punk rock",3
Bleachers,Strange Desire,"Indie pop, alternative rock",4
15&,Sugar,"K-pop, R&B, Soul",4
Tweedy,Sukierae,Rock,0
Peter Furler Band,Sun and Shield,"Christian rock, contemporary Christian music",0
Temples,Sun Structures,"Neo-psychedelia, psychedelic rock",0
Dan Croll,Sweet Disarray,"Indie pop, pop rock",4
Sylvan Esso,Sylvan Esso,"Electronic, indie pop",4
Alle Farben,Synesthesia - I Think in Colours,"EDM, Dance",1
Betty Who,Take Me When You Go,Pop,3
Chumped,Teenage Retirement,"Pop punk, emo, indie rock",0
Caleb Johnson,Testify,Rock,3
August Alsina,Testimony,"R&B, hip hop",6
Jennifer Nettles,That Girl,Country,2
Like Monroe,"Things We Think, But Never Speak","Post-Hardcore, Metalcore",0
Lena Katina,This Is Who I Am,"Pop, rock, soft rock",4
Cassie Ramone,The Time Has Come,Indie rock,0
East India Youth,Total Strife Forever,"Indietronica, synthpop, experimental, ambient",0
JTR,Touchdown,Pop,1
Starset,Transmissions,Rock,3
Sohn,Tremors,"Electronic, ambient, alternative R&B",0
Michael Cera,True That,"Lo-fi, instrumental, indie folk",0
Cassper Nyovest,Tsholofelo,"Hip hop, Motswako, House, Kwaito, Afro pop",3
Twin Forks,Twin Forks,Folk rock,0
Julian Casablancas+The Voidz,Tyranny,Rock,2
Logic,Under Pressure,Hip hop,2
Brutto,Underdog,Punk rock,2
Steffany Gretzinger,The Undoing,"CCM, praise & worship, folk",0
Kim Cesarion,Undressed,Pop,3
DJ DX,The Unfortunate Child,"East Coast hip hop, hardcore hip hop",0
Madeline Juno,The Unknown,Pop,2
Yung Lean,Unknown Memory,"Hip hop, cloud rap",0
Unspoken,Unspoken,"Contemporary Christian music, Christian AC, soul, pop rock",0
Anderson .Paak,Venice,"Hip hop, R&B, soul",2
Teyana Taylor,VII,"R&B, hip hop, soul",3
Islander,Violence & Destruction,Nu metal,3
Ben Aqua,Virtual Anticipation,"Electronic, Synthpop",0
Hari Kondabolu,Waiting for 2042,Stand-up comedy,0
BTS,Wake Up,"J-pop, pop, dance-pop, hip hop, R&B, Japanese",3
George Ezra,Wanted on Voyage,"Americana, Folk Rock, Blues",6
NONONO,We Are Only What We Feel,Indie pop,4
Devilskin,We Rise,"Alternative metal, heavy metal, hard rock",4
The Last Internationale,We Will Reign,"Rock, alternative",0
Marmozets,The Weird and Wonderful Marmozets,"Alternative rock, post-hardcore, math rock",1
Neon Jungle,Welcome to the Jungle,"Dance-pop, electro-house, pop rap",5
Dan + Shay,Where It All Began,Country,3
PVRIS,White Noise,"Electropop, pop, alternative rock, psychedelic, synth-pop, post-hardcore",2
Neck Deep,Wishful Thinking,Pop punk,3
Noosa,Wonderland,"dream pop, synthpop",0
Porter Robinson,Worlds,"Synth-pop, chillwave, dream pop, electro house",4
Sarah Brusco,The Woven Whisper,"CCM, folk, worship",0
Wovenwar,Wovenwar,"Hard rock, alternative metal, melodic metalcore, heavy metal",3
Black Crown Initiate,The Wreckage of Stars,Progressive death metal,0
Jon Pardi,Write You a Song,Neotraditional country,4
Darkness Divided,Written in Blood,Metalcore,2
Justimus,Wunderboy,"Comedy, rap",0
Awkwafina,Yellow Ranger,Hip hop,0
Grant Nicholas,Yorktown Heights,"Acoustic, folk rock, alternative rock, pop rock",0
Young & Sick,Young & Sick,PBR&B,2
Glass Animals,Zaba,"Psychedelic pop, indie pop, indie rock, electronica, alternative R&B",4
Mike Score,Zeebratta,"New wave, Pop, Ambient Electronica, Alternative",2
Amber Run,5am,"Alternative, indie rock, indie pop",0
Fifi Cooper,20FIFI,"Hip hop, R&B, Motswako",0
AOA,Ace of Angels,"Electropop, dance-pop, Japanese",3
Madeon,Adventure,"Electropop, house, nu-disco",5
Chiquis Rivera,Ahora,"Banda, Latin pop, Spanish",5
Algiers,Algiers,"Post-punk, industrial rock, gospel, psychedelic soul",4
Steve Grand,All American Boy,"Country, pop, pop rock",4
Raury,All We Need,Alternative hip hop,0
Elysia Crampton,American Drift,"Electronic, Latin, experimental",0
Boots,Aquaria,"Alternative R&B, experimental hip hop",0
Willow,Ardipithecus,"Alternative R&B, experimental pop, neo soul",0
Emtee,Avery,"Trap, English, Sesotho, Setswana, isiZulu",5
Halsey,Badlands,"Electropop, alternative pop, synth-pop",4
Miss Fame,Beauty Marked,"Pop, dance, electronic",3
Joey Badass,B4.Da.$$,"East Coast hip hop, conscious hip hop",8
SOAK,Before We Forgot How to Dream,"Indie folk, dream pop",0
Jordan Feliz,Beloved,"Soul, Christian rock, CCM",0
Ben Haenow,Ben Haenow,pop rock,2
Act of Defiance,Birth and the Burial,"Heavy metal, thrash metal, speed metal, melodic death metal",3
Andee,Black and White Heart,"Pop, rock, soul",4
Dear Rouge,Black To Gold,"Pop rock, electronic rock, indietronica, synthpop",4
BiSH,Brand-new idol SHiT,"alternative rock, punk rock, pop punk, dance rock, alternative metal, Japanese",0
The Shires,Brave,Country,0
Amanda Cook,Brave New World,"Contemporary Christian music, worship",1
Canaan Smith,Bronco,Country,2
WorshipMob,Carry the Fire,worship,0
Viper Solfa,Carving an Icon,"Extreme metal, gothic metal",0
Kriswontwo,Ceremoni,Hip hop,0
Louane,Chambre 12,French pop,6
James Bay,Chaos and the Calm,"Americana, indie rock, folk rock, blues, soul, soft rock, pop rock",6
Andra Day,Cheers to the Fall,"Soul, R&B, jazz, blues, pop",0
NERVO,Collateral,"Dance, EDM",12
Leon Bridges,Coming Home,"R&B, soul",2
Years & Years,Communion,Pop,8
Conchita Wurst,Conchita,"Pop, baroque pop, synthpop",4
Melanie Martinez,Cry Baby,"Alternative pop, electropop, indie pop",4
Jlin,Dark Energy,"Footwork, IDM",0
Sumac,The Deal,"Post-metal, sludge metal, doom metal",0
ZoÃ«,Debut,"Pop, French pop, French",4
The Gentle Storm,The Diary,"Folk rock, progressive rock, progressive metal, symphonic metal",0
Helena Hauff,Discreet Desires,"Electro, techno, industrial techno",0
DIA,Do It Amazing,"K-pop, Dance-pop, ballad, Korean, Chinese",2
Kirby Maurier,Doing the Most,R&B,0
BÃ¸rns,Dopamine,"Indie pop, alternative rock, synthpop, psychedelic pop",5
David J Newton,Drawing Songs,"Electronica, techno, breakbeat, Ambient Music, Electronic Music, Instrumental, Indie electronic",0
Dreamteam,Dreams Never Die,"Hip hop, Rap, Kwaito, House, English, isiZulu",4
