artist,album,metascore,userscore,release_date
Midnight Sister,Saturn Over Sunset,80,tbd,"Sep  8, 2017"
Beaches,Second of Spring,77,tbd,"Sep  8, 2017"
Greg Fox,The Gradual Progression,77,tbd,"Sep  8, 2017"
Princess Nokia,1992 Deluxe,77,7.4,"Sep  8, 2017"
David Ramirez,We're Not Going Anywhere,79,tbd,"Sep  8, 2017"
The Surfing Magazines,The Surfing Magazines,60,tbd,"Sep  8, 2017"
Hercules & Love Affair,Omnion,78,7.4,"Sep  1, 2017"
Mogwai,Every Country's Sun,79,7.7,"Sep  1, 2017"
LCD Soundsystem,American Dream,86,8.4,"Sep  1, 2017"
Mary Epworth,Elytral,78,tbd,"Sep  1, 2017"
The Pains of Being Pure at Heart,The Echo of Pleasure,71,7.9,"Sep  1, 2017"
Orchestral Manoeuvres in the Dark,The Punishment of Luxury,71,8.8,"Sep  1, 2017"
Bicep,Bicep,79,8.0,"Sep  1, 2017"
Jake Bugg,Hearts That Strain,66,7.9,"Sep  1, 2017"
Martin Simpson,Trails & Tribulations,69,tbd,"Sep  1, 2017"
INHEAVEN,Inheaven,73,tbd,"Sep  1, 2017"
Starsailor,All This Life,75,tbd,"Sep  1, 2017"
Oh Sees,Orc,79,8.1,"Aug 25, 2017"
Turnover,Good Nature,72,8.0,"Aug 25, 2017"
The War on Drugs,A Deeper Understanding,81,8.4,"Aug 25, 2017"
Liars,TFCF,73,6.3,"Aug 25, 2017"
Iron & Wine,Beast Epic,80,7.5,"Aug 25, 2017"
Queens of the Stone Age,Villains,81,7.6,"Aug 25, 2017"
EMA,Exile in the Outer Ring,80,7.9,"Aug 25, 2017"
Nadine Shah,Holiday Destination,81,8.4,"Aug 25, 2017"
Richard Thompson,Acoustic Classics II,78,tbd,"Aug 25, 2017"
Filthy Friends,Invitation,73,tbd,"Aug 25, 2017"
Gordi,Reservoir,69,6.4,"Aug 25, 2017"
Gogol Bordello,Seekers and Finders,71,7.6,"Aug 25, 2017"
Portico Quartet,Art in the Age of Automation,75,tbd,"Aug 25, 2017"
PVRIS,"All We Know of Heaven, All We Need of Hell",86,8.0,"Aug 25, 2017"
Vijay Iyer,Far from Over,86,tbd,"Aug 25, 2017"
Chase & Status,Tribe,66,8.0,"Aug 25, 2017"
A$AP Ferg,Still Striving [Mixtape],65,6.9,"Aug 25, 2017"
Hype Williams,Rainbow Edition,61,tbd,"Aug 25, 2017"
Fifth Harmony,Fifth Harmony,64,7.2,"Aug 25, 2017"
Action Bronson,Blue Chips 7000,76,7.6,"Aug 25, 2017"
A$AP Mob,"Cozy Tapes, Vol. 2: Too Cozy",70,5.4,"Aug 25, 2017"
A Giant Dog,Toy,78,tbd,"Aug 25, 2017"
Bodies of Water,Spear in the City,76,tbd,"Aug 25, 2017"
Sean Price,Imperius Rex,87,8.1,"Aug 25, 2017"
Chris Forsyth & the Solar Motel Band,Dreaming in the Non-Dream,85,tbd,"Aug 25, 2017"
MAN DUO,Orbit,68,tbd,"Aug 25, 2017"
Widowspeak,Expect the Best,79,tbd,"Aug 25, 2017"
The Mynabirds,Be Here Now,74,tbd,"Aug 25, 2017"
Joseph Shabason,Aytche,82,tbd,"Aug 25, 2017"
Lil Uzi Vert,Luv Is Rage 2,75,6.4,"Aug 25, 2017"
Maya Jane Coles,Take Flight,72,tbd,"Aug 25, 2017"
Lukas Nelson & Promise of the Real,Lukas Nelson & Promise of the Real [2017],82,tbd,"Aug 25, 2017"
Kelley Stoltz,Que Aura,81,tbd,"Aug 25, 2017"
Rolling Blackouts Coastal Fever,Talk Tight [EP],75,tbd,"Aug 25, 2017"
Lilly Hiatt,Trinity Lane,84,tbd,"Aug 25, 2017"
Brand New,Science Fiction,88,8.3,"Aug 19, 2017"
Everything Everything,A Fever Dream,81,7.8,"Aug 18, 2017"
Grizzly Bear,Painted Ruins,82,8.3,"Aug 18, 2017"
UNKLE,"The Road, Vol. 1",71,7.5,"Aug 18, 2017"
Steven Wilson,To the Bone,77,8.3,"Aug 18, 2017"
Shelby Lynne,Not Dark Yet,75,tbd,"Aug 18, 2017"
Judy Dyble,Summer Dancing,74,tbd,"Aug 18, 2017"
Dent May,Across the Multiverse,79,8.2,"Aug 18, 2017"
Liane Carroll,The Right to Love,80,tbd,"Aug 18, 2017"
Rainer Maria,S/T,80,tbd,"Aug 18, 2017"
Paul Draper,Spooky Action,79,7.6,"Aug 18, 2017"
Matthew Bourne,Isotach,80,tbd,"Aug 18, 2017"
The Yawpers,Boy in a Well,82,tbd,"Aug 18, 2017"
Ray Wylie Hubbard,Tell the Devil I'm Gettin' There as Fast as I Can,79,tbd,"Aug 18, 2017"
Rat Boy,Scum,74,7.0,"Aug 11, 2017"
Blondes,Warmth,76,tbd,"Aug 11, 2017"
Downtown Boys,Cost of Living,78,7.3,"Aug 11, 2017"
Kesha,Rainbow,81,8.4,"Aug 11, 2017"
David Rawlings,Poor David's Almanack,80,tbd,"Aug 11, 2017"
Frankie Rose,Cage Tropical,79,8.0,"Aug 11, 2017"
Oneohtrix Point Never,Good Time [Original Motion Picture Soundtrack],80,8.2,"Aug 11, 2017"
The Cribs,24-7 Rockstar Shit,68,7.8,"Aug 11, 2017"
Paul Kelly,Life Is Fine,80,tbd,"Aug 11, 2017"
The Districts,Popular Manipulations,76,7.6,"Aug 11, 2017"
Guided by Voices,How Do You Spell Heaven,75,tbd,"Aug 11, 2017"
Amy O,Elastic,66,tbd,"Aug 11, 2017"
Trailer Trash Tracys,Althaea,68,tbd,"Aug 11, 2017"
Photay,Onism,80,tbd,"Aug 11, 2017"
Milo,Who Told You To Think?,84,8.1,"Aug 11, 2017"
Randy Newman,Dark Matter,82,7.5,"Aug  4, 2017"
Girl Ray,Earl Grey,79,6.8,"Aug  4, 2017"
Dead Cross,Dead Cross,76,7.7,"Aug  4, 2017"
Briana Marela,Call It Love,70,tbd,"Aug  4, 2017"
Soccer Mommy,Collection,75,tbd,"Aug  4, 2017"
Nick Heyward,Woodland Echoes,83,9.0,"Aug  4, 2017"
Lal & Mike Waterson,Bright Phoebus [Reissue],90,tbd,"Aug  4, 2017"
Accept,The Rise of Chaos,79,8.3,"Aug  4, 2017"
Various Artists,"Manchester, North of England: A Story of Independent Music, Greater Manchester 1977-1993 [Box Set]",88,tbd,"Aug  4, 2017"
Tyler Childers,Purgatory,82,tbd,"Aug  4, 2017"
BadBadNotGood,Late Night Tales,85,tbd,"Jul 28, 2017"
The Fall,New Facts Emerge,71,6.5,"Jul 28, 2017"
Arcade Fire,Everything Now,66,6.2,"Jul 28, 2017"
Alice Cooper,Paranormal,72,7.7,"Jul 28, 2017"
The Ramona Flowers,Dismantle and Rebuild,57,tbd,"Jul 22, 2014"
Fire! Orchestra,Enter,75,tbd,"Jul 22, 2014"
King Creosote,From Scotland with Love,80,tbd,"Jul 21, 2014"
To Rococo Rot,Instrument,74,tbd,"Jul 21, 2014"
Emma Tricca,Relic,77,tbd,"Jul 21, 2014"
Plastikman,Ex,72,tbd,"Jul 15, 2014"
Jungle,Jungle,72,8.1,"Jul 15, 2014"
John Hiatt,Terms of My Surrender,78,tbd,"Jul 15, 2014"
Cloud Boat,Model of You,69,7.4,"Jul 15, 2014"
Fhloston Paradigm,The  Phoenix,77,8.5,"Jul 15, 2014"
Morrissey,World Peace Is None of Your Business,70,7.2,"Jul 15, 2014"
Reigning Sound,Shattered,82,7.6,"Jul 15, 2014"
Slow Club,Complete Surrender,74,7.5,"Jul 15, 2014"
The Acid,Liminal,77,7.5,"Jul 15, 2014"
Woman's Hour,Conversations,70,7.7,"Jul 15, 2014"
Honeyblood,Honeyblood,75,7.0,"Jul 15, 2014"
Fink,Hard Believer,67,7.8,"Jul 15, 2014"
Anna Calvi,Strange Weather [EP],71,tbd,"Jul 15, 2014"
Bleachers,Strange Desire,68,8.3,"Jul 15, 2014"
Weird Al Yankovic,Mandatory Fun,77,8.5,"Jul 15, 2014"
Jason Mraz,Yes!,62,7.4,"Jul 15, 2014"
United Nations,The Next Four Years,73,8.6,"Jul 15, 2014"
Rise Against,The Black Market,76,7.7,"Jul 15, 2014"
Puss N Boots,"No Fools, No Fun",66,tbd,"Jul 15, 2014"
Luluc,Passerby,76,tbd,"Jul 15, 2014"
Wunder Wunder,Everything Infinite,67,tbd,"Jul 15, 2014"
Maxwell Kardon,Break Line: A Musical by Anand Wilder & Maxwell Kardon,56,tbd,"Jul 15, 2014"
The Clean,Anthology [Box Set],89,8.0,"Jul 15, 2014"
Landlady,Upright Behavior,74,tbd,"Jul 15, 2014"
Pennywise,Yesterdays,65,tbd,"Jul 15, 2014"
Melted Toys,Melted Toys,70,tbd,"Jul 15, 2014"
Various Artists,Country Funk II: 1967-1974,81,tbd,"Jul 15, 2014"
Richard Reed Parry,Richard Reed Parry: Music for Heart and Breath,83,tbd,"Jul 15, 2014"
Big Deal,Sakura [EP],65,tbd,"Jul 15, 2014"
Trampled by Turtles,Wild Animals,64,tbd,"Jul 15, 2014"
The Proper Ornaments,Wooden Head,77,tbd,"Jul  8, 2014"
Wolves in the Throne Room,Celestite,77,7.4,"Jul  8, 2014"
Bright Light Bright Light,Life is Easy,63,tbd,"Jul  8, 2014"
Eaux,Plastics,70,tbd,"Jul  8, 2014"
Sia,1000 Forms of Fear,76,8.9,"Jul  8, 2014"
Braid,No Coast,75,6.7,"Jul  8, 2014"
Judas Priest,Redeemer of Souls,74,7.6,"Jul  8, 2014"
Gulp,Season Sun,70,tbd,"Jul  8, 2014"
"Crosby, Stills, Nash & Young",CSNY 1974 [Box Set],87,tbd,"Jul  8, 2014"
The Skygreen Leopards,Family Crimes,72,tbd,"Jul  8, 2014"
Matt Kivel,Days of Being Wild,73,tbd,"Jul  8, 2014"
Cold Beat,Over Me,72,tbd,"Jul  8, 2014"
Goatwhore,Constricting Rage of the Merciless,79,tbd,"Jul  8, 2014"
Aaron West and the Roaring Twenties,We Don't Have Each Other,71,tbd,"Jul  8, 2014"
Manic Street Preachers,Futurology,83,8.4,"Jul  7, 2014"
Eugene McGuinness,Chroma,63,tbd,"Jul  7, 2014"
Comet Gain,Paperback Ghosts,76,tbd,"Jul  7, 2014"
Vulkano,Live Wild Die Free,68,tbd,"Jul  1, 2014"
Robin Thicke,Paula,49,1.5,"Jul  1, 2014"
OOIOO,Gamel,77,tbd,"Jul  1, 2014"
Beverly,Careers,73,tbd,"Jul  1, 2014"
Brian Eno,High Life,67,7.0,"Jul  1, 2014"
Cabaret Voltaire,#7885 Electropunk to Technopop,86,tbd,"Jul  1, 2014"
Every Time I Die,From Parts Unknown,92,6.1,"Jul  1, 2014"
Old Crow Medicine Show,Remedy,79,7.4,"Jul  1, 2014"
Trey Songz,Trigga,68,8.0,"Jul  1, 2014"
The Vacant Lots,Departure,63,tbd,"Jul  1, 2014"
NoNoNo,We Are Only What We Feel,51,7.0,"Jul  1, 2014"
Turn to Crime,Can't Love,72,tbd,"Jul  1, 2014"
Mark Kozelek,Live at Biko,80,tbd,"Jul  1, 2014"
The The,Soul Mining (30th Anniversary Deluxe Edition) [Box Set],92,7.9,"Jul  1, 2014"
Corb Lund,Counterfeit Blues,77,tbd,"Jul  1, 2014"
Tuatara,Underworld,81,tbd,"Jul  1, 2014"
Remember Remember,Forgetting the Present,78,tbd,"Jun 30, 2014"
Matthewdavid,In My World,66,tbd,"Jun 30, 2014"
Bellowhead,Revival,80,tbd,"Jun 30, 2014"
Kronos Quartet,A Thousand Thoughts,70,tbd,"Jun 25, 2014"
Peter Matthew Bauer,Liberation!,77,7.2,"Jun 24, 2014"
Deadmau5,While(1<2),66,8.1,"Jun 24, 2014"
How to Dress Well,What Is This Heart?,69,8.3,"Jun 24, 2014"
Mastodon,Once More 'Round the Sun,78,8.2,"Jun 24, 2014"
A Sunny Day in Glasgow,Sea When Absent,82,8.2,"Jun 24, 2014"
GusGus,Mexico,68,7.7,"Jun 24, 2014"
Horse Meat Disco,Horse Meat Disco IV,82,tbd,"Jun 24, 2014"
RiFF RAFF,Neon Icon,61,6.6,"Jun 24, 2014"
Black Bananas,Electric Brick Wall,80,tbd,"Jun 24, 2014"
PHOX,PHOX,71,8.0,"Jun 24, 2014"
Strand of Oaks,Heal,83,8.1,"Jun 24, 2014"
Kasai Allstars,Beware the Fetish,81,tbd,"Jun 24, 2014"
Total Control,Typical System,83,7.0,"Jun 24, 2014"
Circulatory System,Mosaics Within Mosaics,74,tbd,"Jun 24, 2014"
Phish,Fuego,71,tbd,"Jun 24, 2014"
M. Geddes Gengras,Ishi,79,tbd,"Jun 24, 2014"
Donovan Blanc,Donovan Blanc,71,tbd,"Jun 24, 2014"
Xeno & Oaklander,Par Avion,72,tbd,"Jun 24, 2014"
Kitten,Kitten,59,tbd,"Jun 24, 2014"
Ab-Soul,These Days...,70,7.0,"Jun 24, 2014"
Luke Abbott,Wysing Forest,72,tbd,"Jun 23, 2014"
Ed Sheeran,X,67,7.2,"Jun 23, 2014"
Sam Smith,In the Lonely Hour,62,6.6,"Jun 17, 2014"
Clean Bandit,New Eyes,59,8.1,"Jun 17, 2014"
White Lung,Deep Fantasy,78,7.9,"Jun 17, 2014"
Lone,Reality Testing,81,8.1,"Jun 17, 2014"
Greys,If Anything,74,tbd,"Jun 17, 2014"
Jennifer Lopez,A.K.A.,45,5.4,"Jun 17, 2014"
Lana Del Rey,Ultraviolence,74,8.2,"Jun 17, 2014"
The Antlers,Familiars,82,8.2,"Jun 17, 2014"
The Delines,Colfax,87,7.5,"Jun 17, 2014"
The Soft Pink Truth,Why Do the Heathen Rage?,82,tbd,"Jun 17, 2014"
The Felice Brothers,Favorite Waitress,70,tbd,"Jun 17, 2014"
Linkin Park,The Hunting Party,65,8.0,"Jun 17, 2014"
Boris,Noise,72,7.2,"Jun 17, 2014"
Lower,Seek Warmer Climes,76,tbd,"Jun 17, 2014"
Cerebral Ballzy,Jaded & Faded,69,tbd,"Jun 17, 2014"
Martyn,The Air Between Words,78,tbd,"Jun 17, 2014"
Willie Nelson,Band of Brothers,79,7.2,"Jun 17, 2014"
Charlie Haden,Last Dance,81,tbd,"Jun 17, 2014"
David Gray,Mutineers,72,8.3,"Jun 17, 2014"
Big Freedia,Just Be Free,79,tbd,"Jun 17, 2014"
Miniature Tigers,Cruel Runnings,61,tbd,"Jun 17, 2014"
The Knife,Shaken Up Versions,74,6.7,"Jun 17, 2014"
Venetian Snares,My Love is a Bulldozer,65,8.5,"Jun 17, 2014"
Eliza Carthy,The Moral of the Elephant,79,tbd,"Jun 17, 2014"
Say Hi,Endless Wonder,68,tbd,"Jun 17, 2014"
Ian McLagan & the Bump Band,United States,73,tbd,"Jun 17, 2014"
Nightmares on Wax,N.O.W. Is the Time,76,tbd,"Jun 17, 2014"
Various Artists,Hyperdub 10.1,86,tbd,"Jun 17, 2014"
Austra,Habitat [EP],69,tbd,"Jun 17, 2014"
Anders Parker,There's a Blue Bird in My Heart,81,tbd,"Jun 17, 2014"
Happyness,Weird Little Birthday,82,7.9,"Jun 16, 2014"
Klaxons,Love Frequency,58,6.0,"Jun 16, 2014"
Lewis Watson,The Morning,58,tbd,"Jun 16, 2014"
Hollie Cook,Twice,75,7.7,"Jun 10, 2014"
Howling Bells,Heartstrings,69,7.3,"Jun 10, 2014"
Jack White,Lazaretto,80,8.0,"Jun 10, 2014"
The Fresh & Onlys,House of Spirits,67,tbd,"Jun 10, 2014"
Alexis Taylor,Await Barbarians,65,tbd,"Jun 10, 2014"
First Aid Kit,Stay Gold,80,8.0,"Jun 10, 2014"
Mayhem,Esoteric Warfare,69,9.0,"Jun 10, 2014"
Glass Animals,Zaba,77,8.5,"Jun 10, 2014"
Clipping,CLPPNG,73,8.3,"Jun 10, 2014"
Chrissie Hynde,Stockholm,64,7.3,"Jun 10, 2014"
Lust for Youth,International,77,tbd,"Jun 10, 2014"
Mary Gauthier,Trouble & Love,80,tbd,"Jun 10, 2014"
Anathema,Distant Satellites,80,8.0,"Jun 10, 2014"
This Wild Life,Clouded,80,tbd,"Jun 10, 2014"
Tomas Barfod,Love Me,73,tbd,"Jun 10, 2014"
Passenger,Whispers,63,7.3,"Jun 10, 2014"
Craft Spells,Nausea,71,7.2,"Jun 10, 2014"
Andrew Bird,"Things Are Really Great Here, Sort Of...",76,7.0,"Jun 10, 2014"
Say Anything,Hebrews,83,6.8,"Jun 10, 2014"
Dub Thompson,9 Songs,70,tbd,"Jun 10, 2014"
Tombs,Savage Gold,76,tbd,"Jun 10, 2014"
Alex Banks,Illuminate,81,tbd,"Jun 10, 2014"
Stagnant Pools,Geist,67,tbd,"Jun 10, 2014"
Open Mike Eagle,Dark Comedy,73,8.9,"Jun 10, 2014"
The Lay Llamas,Ostro,80,tbd,"Jun 10, 2014"
The Amity Affliction,Let the Ocean Take Me,76,8.7,"Jun 10, 2014"
The Atlas Moth,The Old Believer,77,tbd,"Jun 10, 2014"
Trap Them,Blissfucker,81,tbd,"Jun 10, 2014"
Popcaan,Where We Come From,81,8.4,"Jun 10, 2014"
The Word Alive,Real,75,tbd,"Jun 10, 2014"
Candy Hearts,All the Ways You Let Me Down,77,tbd,"Jun 10, 2014"
Umphrey's McGee,Similar Skin,67,tbd,"Jun 10, 2014"
Body Count,Manslaughter,72,6.2,"Jun 10, 2014"
Half-Handed Cloud,Flying Scroll Flight Control,53,tbd,"Jun 10, 2014"
Tom Vek,Luck,72,tbd,"Jun  9, 2014"
Kasabian,48:13,62,7.4,"Jun  9, 2014"
Bonnie Dobson,Take Me for a Walk in the Morning Dew,76,tbd,"Jun  9, 2014"
Death Grips,niggas on the moon,70,8.5,"Jun  8, 2014"
Echo & the Bunnymen,Meteorites,61,6.8,"Jun  3, 2014"
Hamilton Leithauser,Black Hours,74,8.1,"Jun  3, 2014"
Parquet Courts,Sunbathing Animal,78,8.3,"Jun  3, 2014"
Teleman,Breakfast,71,7.8,"Jun  3, 2014"
Fucked Up,Glass Boys,79,7.5,"Jun  3, 2014"
Bob Mould,Beauty & Ruin,76,8.4,"Jun  3, 2014"
King Buzzo,This Machine Kills Artists,69,tbd,"Jun  3, 2014"
Gold-Bears,Dalliance,75,tbd,"Jun  3, 2014"
Miranda Lambert,Platinum,86,8.2,"Jun  3, 2014"
50 Cent,Animal Ambition: An Untamed Desire to Win,53,5.9,"Jun  3, 2014"
The Orwells,Disgraceland,60,6.9,"Jun  3, 2014"
Ethan Johns,The Reckoning,77,tbd,"Jun  3, 2014"
Clap Your Hands Say Yeah,Only Run,64,7.7,"Jun  3, 2014"
Lee Fields,Emma Jean,84,8.3,"Jun  3, 2014"
Camper Van Beethoven,El Camino Real,66,tbd,"Jun  3, 2014"
Meshell Ndegeocello,"Comet, Come to Me",72,tbd,"Jun  3, 2014"
Taylor McFerrin,Early Riser,76,7.9,"Jun  3, 2014"
Joe Henry,Invisible Hour,80,tbd,"Jun  3, 2014"
Led Zeppelin,Led Zeppelin I [Remastered],97,9.0,"Jun  3, 2014"
Led Zeppelin,Led Zeppelin II [Remastered],95,9.0,"Jun  3, 2014"
Soundgarden,Superunknown  [Deluxe Edition],89,8.4,"Jun  3, 2014"
Sage Francis,Copper Gone,64,8.0,"Jun  3, 2014"
Led Zeppelin,Led Zeppelin III [Remastered],98,8.8,"Jun  3, 2014"
The Donkeys,Ride the Black Wave,68,tbd,"Jun  3, 2014"
Die Antwoord,Donker Mag,61,7.0,"Jun  3, 2014"
Devon Williams,Gilding the Lily,59,tbd,"Jun  3, 2014"
Tigers Jaw,Charmer,73,8.1,"Jun  3, 2014"
Peter Murphy,Lion,73,tbd,"Jun  3, 2014"
Dave Alvin,Common Ground: Dave & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,81,tbd,"Jun  3, 2014"
Throwing Snow,Mosaic,63,tbd,"Jun  3, 2014"
Kyla La Grange,Cut Your Teeth,68,8.2,"Jun  2, 2014"
School of Language,Old Fears,78,tbd,"Apr  8, 2014"
EMA,The  Future's Void,80,8.1,"Apr  8, 2014"
Avey Tare's Slasher Flicks,Enter the Slasher House,72,8.0,"Apr  8, 2014"
Sohn,Tremors,78,8.4,"Apr  8, 2014"
Todd Terje,It's Album Time,79,8.6,"Apr  8, 2014"
OFF!,Wasted Years,74,7.8,"Apr  8, 2014"
PUP,PUP,83,8.1,"Apr  8, 2014"
Tweens,Tweens,72,tbd,"Apr  8, 2014"
Ratking,So It Goes,78,8.5,"Apr  8, 2014"
The Faint,Doom Abuse,71,tbd,"Apr  8, 2014"
Carlene Carter,Carter Girl,81,tbd,"Apr  8, 2014"
Martina McBride,Everlasting,73,tbd,"Apr  8, 2014"
Teebs,Estara,68,tbd,"Apr  8, 2014"
Protomartyr,Under Color of Official Right,83,8.2,"Apr  8, 2014"
Chuck Inglish,Convertibles,68,tbd,"Apr  8, 2014"
Squarepusher,Music for Robots [EP],65,tbd,"Apr  8, 2014"
The Skull Defekts,Dances in Dreams of the Known and Unknown,73,tbd,"Apr  8, 2014"
John Frusciante,Enclosure,55,7.3,"Apr  8, 2014"
SZA,Z [EP],66,8.5,"Apr  8, 2014"
So Percussion,Ryonen,80,tbd,"Apr  8, 2014"
Colourmusic,May You Marry Rich,67,tbd,"Apr  8, 2014"
Sweet Apple,The Golden Age of Glitter,81,tbd,"Apr  8, 2014"
Marc Ford,Holy Ghost,71,tbd,"Apr  8, 2014"
Roger Daltrey,Going Back Home,75,tbd,"Apr  8, 2014"
King Dude,Fear,69,tbd,"Apr  7, 2014"
Smoke DZA,Dream.Zone.Achieve,63,tbd,"Apr  1, 2014"
Dan Croll,Sweet Disarray,59,7.8,"Apr  1, 2014"
Ibibio Sound Machine,Ibibio Sound Machine,74,tbd,"Apr  1, 2014"
Polar Bear,In Each and Every One,78,tbd,"Apr  1, 2014"
Mike Oldfield,Man on the Rocks,51,6.7,"Apr  1, 2014"
Cloud Nothings,Here and Nowhere Else,79,8.4,"Apr  1, 2014"
Kaiser Chiefs,"Education, Education, Education & War",59,7.1,"Apr  1, 2014"
Mac DeMarco,Salad Days,82,8.6,"Apr  1, 2014"
S. Carey,Range of Light,69,8.8,"Apr  1, 2014"
Timber Timbre,Hot Dreams,80,8.4,"Apr  1, 2014"
Band of Skulls,Himalayan,70,7.4,"Apr  1, 2014"
Manchester Orchestra,Cope,70,8.1,"Apr  1, 2014"
Arc Iris,Arc Iris,78,7.9,"Apr  1, 2014"
Nickel Creek,A Dotted Line,80,7.5,"Apr  1, 2014"
White Hinterland,Baby,74,7.4,"Apr  1, 2014"
Various Artists,Looking into You: A Tribute to Jackson Browne,67,tbd,"Apr  1, 2014"
Jamaica,Ventura,77,tbd,"Apr  1, 2014"
Jon Langford & Skull Orchard,Here Be Monsters,79,tbd,"Apr  1, 2014"
Pure X,Angel,73,tbd,"Apr  1, 2014"
HTRK,Psychic 9-5 Club,78,8.0,"Apr  1, 2014"
Malachai,Beyond Ugly,67,tbd,"Apr  1, 2014"
Steel Panther,All You Can Eat,69,8.0,"Apr  1, 2014"
Pilgrim,II: Void Worship,76,tbd,"Apr  1, 2014"
Architecture in Helsinki,NOW + 4EVA,42,6.5,"Apr  1, 2014"
Inventions,Inventions,72,tbd,"Apr  1, 2014"
The Body,I Shall Die Here,80,8.8,"Apr  1, 2014"
Pattern Is Movement,Pattern Is Movement,76,tbd,"Apr  1, 2014"
Mobb Deep,The Infamous Mobb Deep,70,8.7,"Apr  1, 2014"
Leon Russell,Life Journey,76,tbd,"Apr  1, 2014"
Chiodos,Devil,75,tbd,"Apr  1, 2014"
Saintseneca,Dark Arc,68,tbd,"Apr  1, 2014"
Dirtmusic,Lion City,70,tbd,"Apr  1, 2014"
Tobias.,A  Series of Shocks,80,tbd,"Apr  1, 2014"
Millie & Andrea,Drop the Vowels,81,tbd,"Apr  1, 2014"
London Grammar,If You Wait,75,8.4,"Mar 25, 2014"
Boy George,This Is What I Do,67,5.4,"Mar 25, 2014"
Liars,Mess,75,8.1,"Mar 25, 2014"
The Hold Steady,Teeth Dreams,74,7.7,"Mar 25, 2014"
Owls,Two,74,tbd,"Mar 25, 2014"
Tokyo Police Club,Forcefield,69,7.6,"Mar 25, 2014"
Future Islands,Singles,82,8.6,"Mar 25, 2014"
Jimi Goodwin,Odulek,68,tbd,"Mar 25, 2014"
Elton John,Goodbye Yellow Brick Road [40th Anniversary Edition],92,8.6,"Mar 25, 2014"
Johnny Cash,Out Among the Stars,69,7.5,"Mar 25, 2014"
Golden Retriever,Seer,74,tbd,"Mar 25, 2014"
Howler,World of Joy,66,tbd,"Mar 25, 2014"
Withered Hand,New Gods,71,tbd,"Mar 25, 2014"
Jon Porras,Light Divide,74,tbd,"Mar 25, 2014"
Chuck Ragan,Till Midnight,75,tbd,"Mar 25, 2014"
Shakira,Shakira,69,7.9,"Mar 25, 2014"
Ages and Ages,Divisionary,80,7.5,"Mar 25, 2014"
Simone Felice,Strangers,81,tbd,"Mar 25, 2014"
Various Artists,"Bob Dylan in the '80s, Vol. 1",69,tbd,"Mar 25, 2014"
Tony Molina,Dissed and Dismissed,79,8.5,"Mar 25, 2014"
The Belle Brigade,Just Because,78,tbd,"Mar 25, 2014"
Miles Davis,"Miles at the Fillmore - Miles Davis 1970: The Bootleg Series, Vol. 3",92,8.5,"Mar 25, 2014"
Koen Holtkamp,Motion: Connected Works,77,tbd,"Mar 25, 2014"
Sage the Gemini,Remember Me,69,6.2,"Mar 25, 2014"
The Bad Plus,The  Rite of Spring,84,tbd,"Mar 25, 2014"
Grieves,Winter & the Wolves,58,8.0,"Mar 25, 2014"
Sleeper Agent,About Last Night,70,7.4,"Mar 25, 2014"
Fireworks,"Oh, Common Life",83,tbd,"Mar 25, 2014"
Seahaven,Reverie Lagoon: Music for Escapism Only,79,tbd,"Mar 25, 2014"
My Chemical Romance,May Death Never Stop You: The Greatest Hits 2001-2013,79,8.8,"Mar 25, 2014"
We Are Catchers,We Are Catchers,71,tbd,"Mar 25, 2014"
Kronos Quartet,Glenn Kotche: Adventureland,71,tbd,"Mar 25, 2014"
The Baseball Project,3rd,77,tbd,"Mar 25, 2014"
Horseback,Piedmont Apocrypha,76,tbd,"Mar 25, 2014"
Mr. Little Jeans,Pocketknife,77,7.8,"Mar 25, 2014"
John Sinclair,Mohawk,75,tbd,"Mar 24, 2014"
The War on Drugs,Lost In the Dream,86,8.7,"Mar 18, 2014"
Tycho,Awake,69,8.2,"Mar 18, 2014"
Black Lips,Underneath the Rainbow,71,6.5,"Mar 18, 2014"
Foster the People,Supermodel,58,7.6,"Mar 18, 2014"
Hauschka,Abandoned City,77,tbd,"Mar 18, 2014"
Perfect Pussy,Say Yes to Love,77,7.5,"Mar 18, 2014"
Kylie Minogue,Kiss Me Once,66,7.8,"Mar 18, 2014"
Evian Christ,Waterfall [EP],70,6.8,"Mar 18, 2014"
Lyla Foy,Mirrors the Sky,70,tbd,"Mar 18, 2014"
Shit Robot,We Got a Love,67,tbd,"Mar 18, 2014"
Sisyphus,Sisyphus,64,7.4,"Mar 18, 2014"
Taking Back Sunday,Happiness Is,71,8.2,"Mar 18, 2014"
Kevin Drew,Darlings,67,8.1,"Mar 18, 2014"
Vermont,Vermont,78,tbd,"Mar 18, 2014"
George Michael,Symphonica,60,8.6,"Mar 18, 2014"
Dead Rider,Chills on Glass,78,tbd,"Mar 18, 2014"
La Dispute,Rooms of the House,88,8.4,"Mar 18, 2014"
The Pretty Reckless,Going to Hell,58,7.8,"Mar 18, 2014"
Y.G.,My Krazy Life,80,8.1,"Mar 18, 2014"
Enrique Iglesias,Sex and Love,54,4.8,"Mar 18, 2014"
Skrillex,Recess,59,5.5,"Mar 18, 2014"
The Coathangers,Suck My Shirt,71,tbd,"Mar 18, 2014"
Unwound,Rat Conspiracy [Box Set],89,8.7,"Mar 18, 2014"
WhoMadeWho,Dreams,71,8.5,"Mar 18, 2014"
